time,latitude,longitude
00:00,45.0618513,7.6606506
00:30,45.0575226,7.6618322
01:00,45.0531939,7.6630137
01:30,45.0488652,7.6641953
02:00,45.0445365,7.6653768
02:30,45.0402078,7.6665584
03:00,45.0358791,7.6677399
03:30,45.0315504,7.6689215
04:00,45.0272217,7.6701030
04:30,45.0245745,7.6747252
05:00,45.0222637,7.6800358
05:30,45.0199529,7.6853464
06:00,45.0176421,7.6906570
06:30,45.0153314,7.6959676
07:00,45.0130206,7.7012782
07:30,45.0107098,7.7065887
08:00,45.0083990,7.7118993
08:30,45.0060882,7.7172099
09:00,45.0037775,7.7225205
09:30,45.0014667,7.7278311
10:00,44.9991559,7.7331417
10:30,44.9975577,7.7389417
11:00,44.9960112,7.7447771
11:30,44.9944646,7.7506125
12:00,44.9929180,7.7564479
12:30,44.9913714,7.7622833
13:00,44.9898248,7.7681187
13:30,44.9882782,7.7739541
14:00,44.9867316,7.7797895
14:30,44.9851850,7.7856249
15:00,44.9836384,7.7914603
15:30,44.9820918,7.7972957
16:00,44.9805452,7.8031311
16:30,44.9789986,7.8089665
17:00,44.9774520,7.8148019
17:30,44.9759054,7.8206374
18:00,44.9743588,7.8264728
18:30,44.9728122,7.8323082
19:00,44.9712656,7.8381436
19:30,44.9697190,7.8439790
20:00,44.9681724,7.8498144
20:30,44.9666258,7.8556498
21:00,44.9650792,7.8614852
21:30,44.9635326,7.8673206
22:00,44.9619860,7.8731560
22:30,44.9604394,7.8789914
23:00,44.9588929,7.8848268
23:30,44.9573463,7.8906622
24:00,44.9557997,7.8964976
24:30,44.9542531,7.9023330
25:00,44.9527065,7.9081684
25:30,44.9511599,7.9140038
26:00,44.9496133,7.9198392
26:30,44.9480667,7.9256746
27:00,44.9465201,7.9315100
27:30,44.9449735,7.9373454
28:00,44.9433060,7.9431098
28:30,44.9416231,7.9488653
29:00,44.9399403,7.9546207
29:30,44.9382575,7.9603761
30:00,44.9365747,7.9661316
30:30,44.9348919,7.9718870
31:00,44.9332091,7.9776425
31:30,44.9315263,7.9833979
32:00,44.9298435,7.9891533
32:30,44.9281607,7.9949088
33:00,44.9264779,8.0006642
33:30,44.9247951,8.0064197
34:00,44.9231123,8.0121751
34:30,44.9214294,8.0179305
35:00,44.9197466,8.0236860
35:30,44.9180638,8.0294414
36:00,44.9163810,8.0351968
36:30,44.9157423,8.0413017
37:00,44.9154093,8.0475089
37:30,44.9150762,8.0537161
38:00,44.9147431,8.0599233
38:30,44.9144101,8.0661305
39:00,44.9140770,8.0723377
39:30,44.9137439,8.0785449
40:00,44.9134109,8.0847521
40:30,44.9130778,8.0909593
41:00,44.9127447,8.0971665
41:30,44.9124117,8.1033737
42:00,44.9120786,8.1095808
42:30,44.9117455,8.1157880
43:00,44.9114125,8.1219952
43:30,44.9110794,8.1282024
44:00,44.9107463,8.1344096
44:30,44.9104132,8.1406168
45:00,44.9100802,8.1468240
45:30,44.9097471,8.1530312
46:00,44.9094140,8.1592384
46:30,44.9090810,8.1654456
47:00,44.9087479,8.1716527
47:30,44.9084148,8.1778599
