time,latitude,longitude
00:00,45.4450000,8.6222000
00:30,45.4457637,8.6326834
01:00,45.4465275,8.6431669
01:30,45.4472912,8.6536503
02:00,45.4480550,8.6641338
02:30,45.4488187,8.6746172
03:00,45.4495825,8.6851006
03:30,45.4503462,8.6955841
04:00,45.4511100,8.7060675
04:30,45.4518737,8.7165509
05:00,45.4526375,8.7270344
05:30,45.4534012,8.7375178
06:00,45.4541650,8.7480013
06:30,45.4549287,8.7584847
07:00,45.4556925,8.7689681
07:30,45.4564562,8.7794516
08:00,45.4564562,8.7794516
08:30,45.4572200,8.7899350
09:00,45.4579837,8.8004185
09:30,45.4587475,8.8109019
10:00,45.4595112,8.8213853
10:30,45.4602749,8.8318688
11:00,45.4610387,8.8423522
11:30,45.4618024,8.8528357
12:00,45.4625662,8.8633191
12:30,45.4633299,8.8738025
13:00,45.4640008,8.8842931
13:30,45.4640077,8.8948347
14:00,45.4640146,8.9053763
14:30,45.4640214,8.9159180
15:00,45.4640283,8.9264596
15:30,45.4640352,8.9370012
16:00,45.4640420,8.9475428
16:30,45.4640489,8.9580844
17:00,45.4640558,8.9686260
17:30,45.4640626,8.9791677
18:00,45.4640695,8.9897093
18:30,45.4640764,9.0002509
19:00,45.4640833,9.0107925
19:30,45.4640901,9.0213341
20:00,45.4640901,9.0213341
20:30,45.4640901,9.0213341
21:00,45.4640901,9.0213341
21:30,45.4640901,9.0213341
22:00,45.4640901,9.0213341
22:30,45.4640901,9.0213341
23:00,45.4640970,9.0318757
23:30,45.4641039,9.0424174
24:00,45.4641107,9.0529590
24:30,45.4641176,9.0635006
25:00,45.4641245,9.0740422
25:30,45.4641313,9.0845838
26:00,45.4641382,9.0951254
26:30,45.4641451,9.1056671
27:00,45.4641519,9.1162087
27:30,45.4641588,9.1267503
28:00,45.4641657,9.1372919
28:30,45.4641725,9.1478335
29:00,45.4641794,9.1583751
29:30,45.4641863,9.1689168
30:00,45.4641931,9.1794584
30:30,45.4642000,9.1900000
