time,latitude,longitude
00:00,44.9120000,8.6150000
00:30,44.9192433,8.6097448
01:00,44.9264866,8.6044896
01:30,44.9337299,8.5992344
02:00,44.9409732,8.5939792
02:30,44.9482165,8.5887240
03:00,44.9554598,8.5834689
03:30,44.9627030,8.5782137
04:00,44.9699463,8.5729585
04:30,44.9771896,8.5677033
05:00,44.9844329,8.5624481
05:30,44.9916762,8.5571929
06:00,44.9989195,8.5519377
06:30,44.9989195,8.5519377
07:00,45.0061628,8.5466825
07:30,45.0134061,8.5414273
08:00,45.0206494,8.5361721
08:30,45.0278927,8.5309169
09:00,45.0351360,8.5256617
09:30,45.0423793,8.5204066
10:00,45.0496226,8.5151514
10:30,45.0568658,8.5098962
11:00,45.0641091,8.5046410
11:30,45.0713524,8.4993858
12:00,45.0785957,8.4941306
12:30,45.0858390,8.4888754
13:00,45.0930823,8.4836202
13:30,45.1003256,8.4783650
14:00,45.1075689,8.4731098
14:30,45.1148122,8.4678546
15:00,45.1220555,8.4625994
15:30,45.1292988,8.4573443
16:00,45.1366125,8.4523443
16:30,45.1444618,8.4492844
17:00,45.1523110,8.4462245
17:30,45.1601603,8.4431646
18:00,45.1680095,8.4401048
18:30,45.1680095,8.4401048
19:00,45.1680095,8.4401048
19:30,45.1680095,8.4401048
20:00,45.1680095,8.4401048
20:30,45.1680095,8.4401048
21:00,45.1758588,8.4370449
21:30,45.1837080,8.4339850
22:00,45.1915572,8.4309251
22:30,45.1994065,8.4278653
23:00,45.2072557,8.4248054
23:30,45.2151050,8.4217455
24:00,45.2229542,8.4186856
24:30,45.2308282,8.4159638
25:00,45.2389529,8.4166762
25:30,45.2470776,8.4173886
26:00,45.2552023,8.4181010
26:30,45.2633270,8.4188134
27:00,45.2714517,8.4195257
27:30,45.2795764,8.4202381
28:00,45.2877012,8.4209505
28:30,45.2958259,8.4216629
29:00,45.3039506,8.4223752
29:30,45.3120753,8.4230876
30:00,45.3202000,8.4238000
