time,latitude,longitude
00:00,45.3202000,8.4238000
00:30,45.3248750,8.4327121
01:00,45.3295500,8.4416242
01:30,45.3342250,8.4505363
02:00,45.3389000,8.4594484
02:30,45.3435749,8.4683605
03:00,45.3482499,8.4772726
03:30,45.3482499,8.4772726
04:00,45.3482499,8.4772726
04:30,45.3529249,8.4861847
05:00,45.3578539,8.4947719
05:30,45.3636085,8.5023031
06:00,45.3693631,8.5098342
06:30,45.3751176,8.5173654
07:00,45.3808722,8.5248965
07:30,45.3866268,8.5324277
08:00,45.3923814,8.5399588
08:30,45.3981359,8.5474900
09:00,45.4036185,8.5554038
09:30,45.4087912,8.5637533
10:00,45.4087912,8.5637533
10:30,45.4087912,8.5637533
11:00,45.4087912,8.5637533
11:30,45.4087912,8.5637533
12:00,45.4087912,8.5637533
12:30,45.4087912,8.5637533
13:00,45.4139638,8.5721028
13:30,45.4191365,8.5804524
14:00,45.4243092,8.5888019
14:30,45.4294819,8.5971514
15:00,45.4346546,8.6055009
15:30,45.4398273,8.6138505
16:00,45.4450000,8.6222000
