time,latitude,longitude
00:00,45.0703000,7.6869000
00:30,45.0753415,7.6954412
01:00,45.0803829,7.7039823
01:30,45.0854244,7.7125235
02:00,45.0904658,7.7210647
02:30,45.0955073,7.7296058
03:00,45.1005487,7.7381470
03:30,45.1055902,7.7466882
04:00,45.1106316,7.7552293
04:30,45.1156731,7.7637705
05:00,45.1207145,7.7723117
05:30,45.1257560,7.7808528
06:00,45.1307975,7.7893940
06:30,45.1358389,7.7979352
07:00,45.1408804,7.8064763
07:30,45.1459218,7.8150175
08:00,45.1509633,7.8235587
08:30,45.1560047,7.8320998
09:00,45.1610462,7.8406410
09:30,45.1660876,7.8491822
10:00,45.1711291,7.8577233
10:30,45.1761705,7.8662645
11:00,45.1812120,7.8748057
11:30,45.1862534,7.8833468
12:00,45.1901750,7.8927984
12:30,45.1927562,7.9033396
13:00,45.1927562,7.9033396
13:30,45.1927562,7.9033396
14:00,45.1927562,7.9033396
14:30,45.1953374,7.9138808
15:00,45.1979186,7.9244220
15:30,45.2004998,7.9349632
16:00,45.2030810,7.9455044
16:30,45.2056621,7.9560456
17:00,45.2082433,7.9665868
17:30,45.2108245,7.9771279
18:00,45.2134057,7.9876691
18:30,45.2159869,7.9982103
19:00,45.2185681,8.0087515
19:30,45.2211493,8.0192927
20:00,45.2237305,8.0298339
20:30,45.2263117,8.0403751
21:00,45.2288929,8.0509163
21:30,45.2314741,8.0614575
22:00,45.2340553,8.0719987
22:30,45.2366365,8.0825399
23:00,45.2392177,8.0930811
23:30,45.2417989,8.1036222
24:00,45.2443801,8.1141634
24:30,45.2469613,8.1247046
25:00,45.2495425,8.1352458
25:30,45.2521237,8.1457870
26:00,45.2547049,8.1563282
26:30,45.2572860,8.1668694
27:00,45.2598672,8.1774106
27:30,45.2624484,8.1879518
28:00,45.2650296,8.1984930
28:30,45.2676108,8.2090342
29:00,45.2701920,8.2195753
29:30,45.2701920,8.2195753
30:00,45.2701920,8.2195753
30:30,45.2701920,8.2195753
31:00,45.2701920,8.2195753
31:30,45.2701920,8.2195753
32:00,45.2701920,8.2195753
32:30,45.2727732,8.2301165
33:00,45.2753544,8.2406577
33:30,45.2779356,8.2511989
34:00,45.2805168,8.2617401
34:30,45.2830980,8.2722813
35:00,45.2856792,8.2828225
35:30,45.2882604,8.2933637
36:00,45.2908416,8.3039049
36:30,45.2934228,8.3144461
37:00,45.2960040,8.3249873
37:30,45.2985852,8.3355285
38:00,45.3011664,8.3460696
38:30,45.3037476,8.3566108
39:00,45.3063288,8.3671520
39:30,45.3089099,8.3776932
40:00,45.3114911,8.3882344
40:30,45.3140723,8.3987756
41:00,45.3166535,8.4093168
41:30,45.3192347,8.4198580
42:00,45.3234814,8.4290166
42:30,45.3287229,8.4373493
43:00,45.3339645,8.4456820
43:30,45.3392060,8.4540147
44:00,45.3444475,8.4623474
44:30,45.3496891,8.4706801
45:00,45.3549306,8.4790127
45:30,45.3601721,8.4873454
46:00,45.3654137,8.4956781
46:30,45.3706552,8.5040108
47:00,45.3758967,8.5123435
47:30,45.3811383,8.5206762
48:00,45.3863798,8.5290089
48:30,45.3916213,8.5373416
49:00,45.3968629,8.5456743
49:30,45.4021044,8.5540070
50:00,45.4073459,8.5623397
50:30,45.4125875,8.5706724
51:00,45.4178290,8.5790051
51:30,45.4230705,8.5873378
52:00,45.4283121,8.5956705
52:30,45.4283121,8.5956705
53:00,45.4283121,8.5956705
53:30,45.4283121,8.5956705
54:00,45.4283121,8.5956705
54:30,45.4283121,8.5956705
55:00,45.4335536,8.6040032
55:30,45.4387951,8.6123359
56:00,45.4440367,8.6206686
56:30,45.4456624,8.6312928
57:00,45.4464740,8.6424331
57:30,45.4472856,8.6535734
58:00,45.4480972,8.6647136
58:30,45.4489088,8.6758539
59:00,45.4497204,8.6869941
59:30,45.4505320,8.6981344
60:00,45.4513436,8.7092746
60:30,45.4521552,8.7204149
61:00,45.4529668,8.7315552
61:30,45.4537784,8.7426954
62:00,45.4545900,8.7538357
62:30,45.4554016,8.7649759
63:00,45.4562132,8.7761162
63:30,45.4570248,8.7872564
64:00,45.4578364,8.7983967
64:30,45.4586480,8.8095370
65:00,45.4594596,8.8206772
65:30,45.4602712,8.8318175
66:00,45.4610828,8.8429577
66:30,45.4618944,8.8540980
67:00,45.4627060,8.8652382
67:30,45.4635176,8.8763785
68:00,45.4640030,8.8875438
68:30,45.4640103,8.8987459
69:00,45.4640176,8.9099480
69:30,45.4640249,8.9211501
70:00,45.4640249,8.9211501
70:30,45.4640249,8.9211501
71:00,45.4640249,8.9211501
71:30,45.4640249,8.9211501
72:00,45.4640249,8.9211501
72:30,45.4640249,8.9211501
73:00,45.4640249,8.9211501
73:30,45.4640249,8.9211501
74:00,45.4640322,8.9323522
74:30,45.4640394,8.9435542
75:00,45.4640467,8.9547563
75:30,45.4640540,8.9659584
76:00,45.4640613,8.9771605
76:30,45.4640686,8.9883626
77:00,45.4640759,8.9995646
77:30,45.4640832,9.0107667
78:00,45.4640905,9.0219688
78:30,45.4640978,9.0331709
79:00,45.4641051,9.0443730
79:30,45.4641124,9.0555750
80:00,45.4641197,9.0667771
80:30,45.4641270,9.0779792
81:00,45.4641343,9.0891813
81:30,45.4641416,9.1003834
82:00,45.4641489,9.1115854
82:30,45.4641562,9.1227875
83:00,45.4641635,9.1339896
83:30,45.4641708,9.1451917
84:00,45.4641781,9.1563938
84:30,45.4641854,9.1675958
85:00,45.4641927,9.1787979
85:30,45.4642000,9.1900000
